id,name,geonamesId,place,pointLat,pointLon,kemendagriCode,stateId,stateName,stateIso,countryId,countryIso
Q8169,Belitung Timur,9821907,TOWN,-2.9,108.05,19.06,Q1866,Kepulauan Bangka Belitung,ID-BB,Q252,ID
Q14133,Belu,1649264,TOWN,-9.1,124.9,53.04,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q5719,Bener Meriah,6712486,TOWN,4.75,97.0,11.17,Q1823,Aceh,ID-AC,Q252,ID
Q7594,Bengkalis,1649169,TOWN,1.489722222,102.079722222,14.03,Q2175,Riau,ID-RI,Q252,ID
Q14156,Bengkayang,8740064,TOWN,1.06911,109.66393,61.07,Q3916,Kalimantan Barat,ID-KB,Q252,ID
Q8042,Bengkulu,1649150,CITY,-3.795555555,102.259166666,17.71,Q1890,Bengkulu,ID-BE,Q252,ID
Q8040,Bengkulu Selatan,1649146,TOWN,-4.35,103.03333,17.01,Q1890,Bengkulu,ID-BE,Q252,ID
Q7796,Bengkulu Tengah,9821946,TOWN,-3.20679,102.12616,17.09,Q1890,Bengkulu,ID-BE,Q252,ID
Q8034,Bengkulu Utara,1649145,TOWN,-3.33333,102.05,17.03,Q1890,Bengkulu,ID-BE,Q252,ID
Q14395,Berau,1649040,TOWN,2.0,117.3,64.03,Q3899,Kalimantan Timur,ID-KI,Q252,ID
Q27246,Biak Numfor,8530432,TOWN,-6.91474444,107.60981111,91.06,Q5095,Papua,ID-PA,Q252,ID
Q14128,Bima,1648759,CITY,-8.46667,118.717,52.72,Q5062,Nusa Tenggara Barat,ID-NB,Q252,ID
Q14114,Bima,1648758,TOWN,-8.57444444,119.0375,52.06,Q5062,Nusa Tenggara Barat,ID-NB,Q252,ID
Q5954,Binjai,1215355,CITY,3.6,98.485277777,12.75,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q10097,Bintan,9034776,TOWN,0.95,104.61944,21.01,Q2223,Kepulauan Riau,ID-KR,Q252,ID
Q5722,Bireuen,6729814,TOWN,4.666669444,97.6667,11.11,Q1823,Aceh,ID-AC,Q252,ID
Q15845,Bitung,1648636,CITY,1.447222222,125.197777777,71.72,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q11069,Blitar,1648579,TOWN,-7.15,111.86666667,35.05,Q3586,Jawa Timur,ID-JI,Q252,ID
Q11441,Blitar,1648580,CITY,-8.1,112.15,35.72,Q3586,Jawa Timur,ID-JI,Q252,ID
Q10608,Blora,1648567,TOWN,-6.95,111.417,33.16,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q14508,Boalemo,1623890,TOWN,0.65,122.31666667,75.02,Q5067,Gorontalo,ID-GO,Q252,ID
Q10363,Bogor,1648471,TOWN,-6.316666666,106.166666666,32.01,Q3724,Jawa Barat,ID-JB,Q252,ID
Q10393,Bogor,1648473,CITY,-6.6,106.8,32.71,Q3724,Jawa Barat,ID-JB,Q252,ID
Q11071,Bojonegoro,1648451,TOWN,-7.15,111.866666666,35.22,Q3586,Jawa Timur,ID-JI,Q252,ID
Q15833,Bolaang Mongondow,1648339,TOWN,0.95833333,124.26,71.01,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q15841,Bolaang Mongondow Selatan,9821949,TOWN,0.35277778,123.79916667,71.11,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q15834,Bolaang Mongondow Timur,9821950,TOWN,0.77,124.61388889,71.10,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q15837,Bolaang Mongondow Utara,9821951,TOWN,0.8937611,123.3356719,71.08,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q15356,Bombana,9170724,TOWN,-4.80472,121.809,74.06,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q11076,Bondowoso,6829652,TOWN,-7.9404,113.9834,35.11,Q3586,Jawa Timur,ID-JI,Q252,ID
Q14595,Bone,1648256,TOWN,-4.53861111,120.32972222,73.08,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q14519,Bone Bolango,9165685,TOWN,0.55,123.2,75.03,Q5067,Gorontalo,ID-GO,Q252,ID
Q14495,Bontang,1648186,CITY,0.133333333,117.5,64.74,Q3899,Kalimantan Timur,ID-KI,Q252,ID
Q27262,Boven Digoel,9166001,TOWN,-6.0,140.0,91.16,Q5095,Papua,ID-PA,Q252,ID
Q10609,Boyolali,1648083,TOWN,-7.532222222,110.6025,33.09,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q10610,Brebes,1648064,TOWN,-7.06666667,108.88333333,33.29,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q7248,Bukittinggi,1647866,CITY,-0.309722222,100.375277777,13.75,Q2772,Sumatera Barat,ID-SB,Q252,ID
Q11495,Buleleng,1647803,TOWN,-8.2,114.95,51.08,Q3125978,Bali,ID-BA,Q252,ID
Q14596,Bulukumba,1647738,TOWN,-5.55,120.183,73.02,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q14404,Bulungan,8613240,TOWN,3.0,117.16667,65.01,Q3903,Kalimantan Utara,ID-KU,Q252,ID
Q7373,Bungo,7910349,TOWN,-1.50222222,101.96,15.08,Q2051,Jambi,ID-JA,Q252,ID
Q15813,Buol,1647571,TOWN,0.75,120.75,72.05,Q5065,Sulawesi Tengah,ID-ST,Q252,ID
Q16564,Buru,9165994,TOWN,-3.32767,126.68413,81.04,Q5093,Maluku,ID-MA,Q252,ID
Q16583,Buru Selatan,9821953,TOWN,-3.85,126.7,81.09,Q5093,Maluku,ID-MA,Q252,ID
Q15357,Buton,10924520,TOWN,-5.15861,121.931,74.04,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q19745612,Buton Selatan,10924520,TOWN,-5.56667,122.7,74.15,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q19745487,Buton Tengah,10924541,TOWN,-5.31667,122.33333,74.14,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15366,Buton Utara,9821954,TOWN,-4.78,122.981,74.10,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q10365,Ciamis,1647148,TOWN,-6.75,108.383333333,32.07,Q3724,Jawa Barat,ID-JB,Q252,ID
Q10367,Cianjur,1647142,TOWN,-6.818611111,107.133055555,32.03,Q3724,Jawa Barat,ID-JB,Q252,ID
Q10612,Cilacap,1646559,TOWN,-7.733333333,109.0,33.01,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q10124,Cilegon,1646511,CITY,-6.12,106.150277777,36.72,Q3540,Banten,ID-BT,Q252,ID
Q10394,Cimahi,1646446,CITY,-6.883333333,107.533333333,32.77,Q3724,Jawa Barat,ID-JB,Q252,ID
Q10368,Cirebon,1646169,TOWN,-6.75,108.383333333,32.09,Q3724,Jawa Barat,ID-JB,Q252,ID
Q10395,Cirebon,1646170,CITY,-6.716666666,108.566666666,32.74,Q3724,Jawa Barat,ID-JB,Q252,ID
Q5801,Dairi,1215221,TOWN,3.0,99.1667,12.11,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q27386,Deiyai,9821956,TOWN,-3.94737,135.95032,91.28,Q5095,Papua,ID-PA,Q252,ID
Q5804,Deli Serdang,1215200,TOWN,3.55,98.85,12.07,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q10613,Demak,6738881,TOWN,-6.88333333,110.66666667,33.21,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11506,Denpasar,1645528,CITY,-8.65,115.216666666,51.71,Q3125978,Bali,ID-BA,Q252,ID
Q10396,Depok,6751097,CITY,-6.39,106.83,32.76,Q3724,Jawa Barat,ID-JB,Q252,ID
Q6024,Dharmasraya,9166041,TOWN,-1.05,101.367,13.10,Q2772,Sumatera Barat,ID-SB,Q252,ID
Q27413,Dogiyai,9821957,TOWN,-4.03186,135.43945,91.26,Q5095,Papua,ID-PA,Q252,ID
Q14117,Dompu,7057508,TOWN,-8.53333333,118.46666667,52.05,Q5062,Nusa Tenggara Barat,ID-NB,Q252,ID
Q15814,Donggala,1645322,TOWN,-0.694444444,119.730555555,72.03,Q5065,Sulawesi Tengah,ID-ST,Q252,ID
Q7782,Dumai,1645133,CITY,1.666666666,101.45,14.72,Q2175,Riau,ID-RI,Q252,ID
Q8112,Empat Lawang,9821958,TOWN,3.22667,99.09256,16.11,Q2271,Sumatera Selatan,ID-SS,Q252,ID
Q14140,Ende,9165840,TOWN,-8.840555555,121.663888888,53.08,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q14599,Enrekang,1644905,TOWN,-3.56444,119.775,73.16,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q26727,Fakfak,6619356,TOWN,-2.9167,132.3,92.03,Q5096,Papua Barat,ID-PB,Q252,ID
Q14136,Flores Timur,1644743,TOWN,-8.24224,122.96817,53.06,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q10371,Garut,6739432,TOWN,-7.216666666,107.9,32.05,Q3724,Jawa Barat,ID-JB,Q252,ID
Q5666,Gayo Lues,8224054,TOWN,4.0,97.0,11.13,Q1823,Aceh,ID-AC,Q252,ID
Q11496,Gianyar,7053392,TOWN,-8.5441,115.325461111,51.04,Q3125978,Bali,ID-BA,Q252,ID
Q14521,Gorontalo,6960133,TOWN,0.63333333,122.96666667,75.01,Q5067,Gorontalo,ID-GO,Q252,ID
Q14525,Gorontalo,1643837,CITY,0.541111111,123.059444444,75.71,Q5067,Gorontalo,ID-GO,Q252,ID
Q14522,Gorontalo Utara,9165866,TOWN,0.77,122.31666667,75.05,Q5067,Gorontalo,ID-GO,Q252,ID
Q14601,Gowa,1643807,TOWN,-5.33333333,119.66666667,73.06,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q11077,Gresik,1643776,TOWN,-7.15388889,112.65611111,35.25,Q3586,Jawa Timur,ID-JI,Q252,ID
Q10614,Grobogan,1643770,TOWN,-7.03,110.921111111,33.15,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11478,Gunung Kidul,1643604,TOWN,-7.91666667,112.11694444,34.03,Q3741,Yogyakarta,ID-YO,Q252,ID
Q14192,Gunung Mas,1643597,TOWN,-0.95,113.5,62.10,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q5967,Gunungsitoli,1215102,CITY,1.116666666,97.616666666,12.78,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q19150,Halmahera Barat,9165708,TOWN,1.41709,127.55264,82.01,Q5094,Maluku Utara,ID-MU,Q252,ID
Q19148,Halmahera Selatan,7910927,TOWN,-0.3955,127.90833,82.04,Q5094,Maluku Utara,ID-MU,Q252,ID
Q19144,Halmahera Tengah,1643475,TOWN,0.48056,128.25,82.02,Q5094,Maluku Utara,ID-MU,Q252,ID
Q19145,Halmahera Timur,9165995,TOWN,1.33517,128.48627,82.06,Q5094,Maluku Utara,ID-MU,Q252,ID
Q19147,Halmahera Utara,9165798,TOWN,1.73194444,128.00777778,82.03,Q5094,Maluku Utara,ID-MU,Q252,ID
Q14176,Hulu Sungai Selatan,1643246,TOWN,-2.783333333,115.266666666,63.06,Q3906,Kalimantan Selatan,ID-KS,Q252,ID
Q14173,Hulu Sungai Tengah,1643245,TOWN,-2.583333333,115.383333333,63.07,Q3906,Kalimantan Selatan,ID-KS,Q252,ID
Q14175,Hulu Sungai Utara,1643244,TOWN,-2.45,115.13333,63.08,Q3906,Kalimantan Selatan,ID-KS,Q252,ID
Q5808,Humbang Hasundutan,9162086,TOWN,2.26551,98.50376,12.16,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q7599,Indragiri Hilir,1643082,TOWN,-0.333333333,103.166944444,14.04,Q2175,Riau,ID-RI,Q252,ID
Q7605,Indragiri Hulu,1643081,TOWN,-0.35,102.533055555,14.02,Q2175,Riau,ID-RI,Q252,ID
Q10374,Indramayu,1643077,TOWN,-6.25,107.85,32.12,Q3724,Jawa Barat,ID-JB,Q252,ID
Q27458,Intan Jaya,9846664,TOWN,-3.41016,136.70837,91.27,Q5095,Papua,ID-PA,Q252,ID
Q10116,Jakarta Barat,1642909,CITY,-6.16833,106.759,31.73,Q3630,Daerah Khusus Ibukota Jakarta,ID-JK,Q252,ID
Q10109,Jakarta Pusat,1642908,CITY,-6.18638889,106.8294444,31.71,Q3630,Daerah Khusus Ibukota Jakarta,ID-JK,Q252,ID
Q10114,Jakarta Selatan,1642905,CITY,-6.26861111,106.80611111,31.74,Q3630,Daerah Khusus Ibukota Jakarta,ID-JK,Q252,ID
Q10111,Jakarta Timur,1642904,CITY,-6.24527778,106.90055556,31.75,Q3630,Daerah Khusus Ibukota Jakarta,ID-JK,Q252,ID
Q10113,Jakarta Utara,1642903,CITY,-6.18638889,106.8294444,31.72,Q3630,Daerah Khusus Ibukota Jakarta,ID-JK,Q252,ID
Q7578,Jambi,1642857,CITY,-1.59,103.61,15.71,Q2051,Jambi,ID-JA,Q252,ID
Q27477,Jayapura,1642655,TOWN,-3.0,139.95,91.03,Q5095,Papua,ID-PA,Q252,ID
Q27860,Jayapura,2082600,CITY,-2.533333333,140.716666666,91.71,Q5095,Papua,ID-PA,Q252,ID
Q27529,Jayawijaya,1631789,TOWN,-4.08333,139.08333,91.02,Q5095,Papua,ID-PA,Q252,ID
Q11080,Jember,1642588,TOWN,-8.168888888,113.702222222,35.09,Q3586,Jawa Timur,ID-JI,Q252,ID
Q11499,Jembrana,1642584,TOWN,-8.3,114.66666667,51.01,Q3125978,Bali,ID-BA,Q252,ID
Q14602,Jeneponto,1642569,TOWN,-5.66667,119.633,73.04,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q10615,Jepara,1642545,TOWN,-6.533333333,110.666666666,33.20,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11082,Jombang,1642413,TOWN,-7.466666666,112.233333333,35.17,Q3586,Jawa Timur,ID-JI,Q252,ID
Q17053892,Kabupaten Pulau Morotai,9844899,TOWN,2.3,128.417,82.07,Q5094,Maluku Utara,ID-MU,Q252,ID
Q26739,Kaimana,7910905,TOWN,-3.66093,133.77451,92.08,Q5096,Papua Barat,ID-PB,Q252,ID
Q7613,Kampar,6724202,TOWN,1.011111111,101.241666666,14.01,Q2175,Riau,ID-RI,Q252,ID
Q14193,Kapuas,1641398,TOWN,-3.0,114.38,62.03,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q14157,Kapuas Hulu,1641395,TOWN,0.81667,112.76667,61.06,Q3916,Kalimantan Barat,ID-KB,Q252,ID
Q10616,Karanganyar,6560140,TOWN,-7.596111111,110.950833333,33.13,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11501,Karangasem,7086954,TOWN,-8.36666667,115.51666667,51.07,Q3125978,Bali,ID-BA,Q252,ID
Q10375,Karawang,1641133,TOWN,-6.3125,107.295,32.15,Q3724,Jawa Barat,ID-JB,Q252,ID
Q10098,Karimun,9821909,TOWN,1.05,103.366666666,21.02,Q2223,Kepulauan Riau,ID-KR,Q252,ID
Q5810,Karo,1214929,TOWN,3.1,98.5,12.06,Q2140,Sumatera Utara,ID-SU,Q252,ID
Q4201892,Katingan,1640948,TOWN,-2.06667,113.4,62.06,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q3182322,Kaur,9828030,TOWN,-4.589298,103.4167585,17.04,Q1890,Bengkulu,ID-BE,Q252,ID
Q14158,Kayong Utara,9828031,TOWN,-1.43711,110.79781,61.11,Q3916,Kalimantan Barat,ID-KB,Q252,ID
Q10617,Kebumen,6376498,TOWN,-7.629444444,109.570555555,33.05,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11084,Kediri,1640657,TOWN,-7.83333,112.16667,35.06,Q3586,Jawa Timur,ID-JI,Q252,ID
Q11443,Kediri,1640660,CITY,-7.816611111,112.011916666,35.71,Q3586,Jawa Timur,ID-JI,Q252,ID
Q27573,Keerom,8531252,TOWN,-3.3,140.61667,91.11,Q5095,Papua,ID-PA,Q252,ID
Q10618,Kendal,6745680,TOWN,-7.0256,110.1685,33.24,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q15379,Kendari,1640344,CITY,-3.9675,122.594722222,74.71,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q7940,Kepahiang,1641464,TOWN,-3.664572222,102.550891666,17.08,Q1890,Bengkulu,ID-BE,Q252,ID
Q10096,Kepulauan Anambas,8740095,TOWN,3.1,105.666666666,21.05,Q2223,Kepulauan Riau,ID-KR,Q252,ID
Q16561,Kepulauan Aru,1651192,TOWN,-6.166667,134.5,81.07,Q5093,Maluku,ID-MA,Q252,ID
Q6038,Kepulauan Mentawai,8740094,TOWN,-2.183333333,99.65,13.09,Q2772,Sumatera Barat,ID-SB,Q252,ID
Q7630,Kepulauan Meranti,9828033,TOWN,1.0,102.7,14.10,Q2175,Riau,ID-RI,Q252,ID
Q14619,Kepulauan Selayar,1628015,TOWN,-6.54,121.25,73.01,Q5078,Sulawesi Selatan,ID-SN,Q252,ID
Q10107,Kepulauan Seribu,1627482,TOWN,-5.6629,106.5683,31.01,Q3630,Daerah Khusus Ibukota Jakarta,ID-JK,Q252,ID
Q15840,Kepulauan Siau Tagulandang Biaro,9846670,TOWN,2.76555556,125.40361111,71.09,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q19149,Kepulauan Sula,1626240,TOWN,-1.84916667,125.31444444,82.05,Q5094,Maluku Utara,ID-MU,Q252,ID
Q27848,Kepulauan Yapen,9172045,TOWN,-1.78773,136.27716,91.05,Q5095,Papua,ID-PA,Q252,ID
Q7376,Kerinci,1640224,TOWN,-2.083888888,101.48,15.01,Q2051,Jambi,ID-JA,Q252,ID
Q14159,Ketapang,1640126,TOWN,-1.58333,110.5,61.04,Q3916,Kalimantan Barat,ID-KB,Q252,ID
Q10619,Klaten,2007277,TOWN,-7.648888888,110.635833333,33.10,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11503,Klungkung,1639850,TOWN,-8.538922222,115.404511111,51.05,Q3125978,Bali,ID-BA,Q252,ID
Q15358,Kolaka,1639753,TOWN,-4.04917,121.616,74.01,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15960838,Kolaka Timur,9846666,TOWN,-3.97944,121.9,74.11,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15369,Kolaka Utara,9165705,TOWN,-3.33722,121.044,74.08,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15359,Konawe,9165997,TOWN,-3.85333,122.054,74.02,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15730145,Konawe Kepulauan,9827965,TOWN,-4.14778,123.065,74.12,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15372,Konawe Selatan,9165998,TOWN,-3.4114145,122.0199645,74.05,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q15370,Konawe Utara,9828035,TOWN,-3.4114145,122.0199645,74.09,Q5075,Sulawesi Tenggara,ID-SG,Q252,ID
Q14174,Kotabaru,1639532,TOWN,-3.0,116.0,63.02,Q3906,Kalimantan Selatan,ID-KS,Q252,ID
Q15846,Kotamobagu,1639500,CITY,0.73333333,124.31666667,71.74,Q5068,Sulawesi Utara,ID-SA,Q252,ID
Q14393,Kotawaringin Barat,1639476,TOWN,-2.4,111.73333,62.01,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q14191,Kotawaringin Timur,1639475,TOWN,-2.08333,112.75,62.02,Q3891,Kalimantan Tengah,ID-KT,Q252,ID
Q7626,Kuantan Singingi,9163118,TOWN,0.0,101.916666666,14.09,Q2175,Riau,ID-RI,Q252,ID
Q14160,Kubu Raya,9828037,TOWN,0.01637,109.33731,61.12,Q3916,Kalimantan Barat,ID-KB,Q252,ID
Q10620,Kudus,1639215,TOWN,-6.8,110.833333333,33.19,Q3557,Jawa Tengah,ID-JT,Q252,ID
Q11479,Kulon Progo,7910930,TOWN,-7.645,110.026944444,34.01,Q3741,Yogyakarta,ID-YO,Q252,ID
Q10376,Kuningan,1639093,TOWN,-6.97889,108.48,32.08,Q3724,Jawa Barat,ID-JB,Q252,ID
Q14141,Kupang,2057086,TOWN,-10.163611,123.590278,53.01,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q14155,Kupang,2057087,CITY,-10.183333333,123.583333333,53.71,Q5061,Nusa Tenggara Timur,ID-NT,Q252,ID
Q14489,Kutai Barat,9828038,TOWN,-0.59417,115.51575,64.07,Q3899,Kalimantan Timur,ID-KI,Q252,ID
Q14473,Kutai Kartanegara,9828039,TOWN,-1.311111111,116.526666666,64.02,Q3899,Kalimantan Timur,ID-KI,Q252,ID
